holder_name,holder_ticker,held_name,held_ticker,cusip,shares_held,market_value_usd,ownership_pct,report_date,position_type,filing_type,manager_name,contact_email
Point72 Asset Mgmt,PT72,Home Depot,HD,437076102,631329,158757650.85,0.0095,2025-09-30,Unchanged,13F-HR,Elizabeth Rodriguez,elizabeth.rodriguez@point72ass.com
Two Sigma Investments,TWSM,Intel Corp,INTC,458140100,42818507,23269873674.97,6.5058,2025-09-30,Decreased,13F-HR,Steven Davis,steven.davis@twosigmain.com
Point72 Asset Mgmt,PT72,JPMorgan Chase,JPM,46625H100,13114249,2292142728.01,0.5354,2024-06-30,Decreased,13F-HR,Michael Jones,michael.jones@point72ass.com
Appaloosa Management,APLS,Procter & Gamble,PG,742718109,37903648,1386211296.02,0.4795,2024-09-30,Unchanged,13F-HR,Thomas Johnson,thomas.johnson@appaloosam.com
Capital Group,CGBL,Salesforce Inc,CRM,79466L302,22140002,3063621273.93,0.6975,2025-09-30,New,13F-NT,Margaret Lopez,margaret.lopez@capitalgro.com
Goldman Sachs AM,GS,Cisco Systems,CSCO,17275R102,24130263,4365643958.58,2.7314,2025-09-30,Decreased,13F-NT,Daniel Brown,daniel.brown@goldmansac.com
Point72 Asset Mgmt,PT72,Microsoft Corp,MSFT,594918104,34516238,3992034797.67,2.4832,2024-06-30,Increased,13F-HR,Mark Thompson,mark.thompson@point72ass.com
Appaloosa Management,APLS,Meta Platforms,META,30303M102,28774765,12481770801.77,0.9357,2024-09-30,Increased,13F-HR,Mark Jones,mark.jones@appaloosam.com
JP Morgan Asset Mgmt,JPM,Intel Corp,INTC,458140100,36084931,28574239559.23,0.8535,2025-06-30,New,13F-HR,Patricia Johnson,patricia.johnson@jpmorganas.com
JP Morgan Asset Mgmt,JPM,Adobe Inc,ADBE,00724F101,16027943,3641217188.12,0.2992,2025-06-30,Decreased,13F-HR,Elizabeth Moore,elizabeth.moore@jpmorganas.com
Vanguard Group,VGI,Berkshire Hathaway,BRK.B,084670702,47099376,10933755977.18,0.6742,2025-09-30,Decreased,13F-NT,Richard Brown,richard.brown@vanguardgr.com
DE Shaw & Co,DSHW,Walt Disney Co,DIS,254687106,36643348,13304948205.91,0.9905,2025-03-31,Decreased,13F-HR,Nancy Anderson,nancy.anderson@deshaw&co.com
AQR Capital Management,AQRC,Chevron Corp,CVX,166764100,38705147,26001199982.27,1.0408,2025-09-30,New,13F-HR,Steven Thomas,steven.thomas@aqrcapital.com
Morgan Stanley IM,MS,Adobe Inc,ADBE,00724F101,13647697,6446852809.98,0.1842,2024-03-31,Unchanged,13F-HR,Patricia Thomas,patricia.thomas@morganstan.com
Two Sigma Investments,TWSM,Adobe Inc,ADBE,00724F101,45433218,12604969751.02,0.6161,2024-12-31,Unchanged,13F-NT,Mark Jones,mark.jones@twosigmain.com
Point72 Asset Mgmt,PT72,Intel Corp,INTC,458140100,47689009,10351086323.27,2.8899,2025-09-30,Increased,13F-HR,Jennifer Thompson,jennifer.thompson@point72ass.com
Renaissance Technologies,RNTC,Procter & Gamble,PG,742718109,46357140,36746099924.51,0.7859,2025-09-30,New,13F-HR,William Johnson,william.johnson@renaissanc.com
Fidelity Investments,FNF,Chevron Corp,CVX,166764100,23469561,2092666233.56,0.5335,2024-09-30,New,13F-NT,James Miller,james.miller@fidelityin.com
JP Morgan Asset Mgmt,JPM,Johnson & Johnson,JNJ,478160104,28483192,22586682175.36,0.4915,2024-09-30,New,13F-HR,Jennifer Taylor,jennifer.taylor@jpmorganas.com
Appaloosa Management,APLS,Microsoft Corp,MSFT,594918104,14199423,10872242824.57,0.3620,2024-03-31,Increased,13F-HR,Nancy Thomas,nancy.thomas@appaloosam.com
Point72 Asset Mgmt,PT72,Home Depot,HD,437076102,34123643,21472082865.05,0.7739,2025-12-31,Increased,13F-HR,Susan Garcia,susan.garcia@point72ass.com
Goldman Sachs AM,GS,Visa Inc,V,92826C839,32168248,2182705195.36,0.4852,2025-09-30,New,13F-HR,Robert Martinez,robert.martinez@goldmansac.com
Bridgewater Associates,BWTR,Apple Inc,AAPL,037833100,2163121,1662650168.36,0.0349,2025-09-30,Decreased,13F-NT,Margaret Martin,margaret.martin@bridgewate.com
Goldman Sachs AM,GS,Intel Corp,INTC,458140100,34903409,9883847899.97,0.4498,2024-12-31,Unchanged,13F-HR,Sarah Anderson,sarah.anderson@goldmansac.com
Point72 Asset Mgmt,PT72,Meta Platforms,META,30303M102,14986794,11539949761.05,0.2710,2025-12-31,Unchanged,13F-NT,David Johnson,david.johnson@point72ass.com
AQR Capital Management,AQRC,Adobe Inc,ADBE,00724F101,6844943,1932346461.86,0.1044,2025-12-31,Increased,13F-HR,Susan Garcia,susan.garcia@aqrcapital.com
Two Sigma Investments,TWSM,Netflix Inc,NFLX,64110L106,16206093,7895665294.07,0.9339,2024-09-30,Unchanged,13F-HR,Michael Hernandez,michael.hernandez@twosigmain.com
Appaloosa Management,APLS,Coca-Cola Co,KO,191216100,41976444,15457230646.99,4.0513,2024-06-30,Unchanged,13F-HR,Robert Johnson,robert.johnson@appaloosam.com
Appaloosa Management,APLS,Microsoft Corp,MSFT,594918104,34105201,24916938280.12,1.3506,2024-09-30,New,13F-HR,Sarah Moore,sarah.moore@appaloosam.com
Morgan Stanley IM,MS,Meta Platforms,META,30303M102,341980,121839702.13,0.0044,2024-09-30,Increased,13F-HR,Margaret Taylor,margaret.taylor@morganstan.com
Capital Group,CGBL,Johnson & Johnson,JNJ,478160104,27985073,18744485339.06,0.3641,2025-09-30,Increased,13F-NT,Thomas Martin,thomas.martin@capitalgro.com
Citadel Advisors,CDLC,Pfizer Inc,PFE,717081103,6191304,242159157.36,0.9607,not_a_date,Unchanged,13F-NT,Jennifer Thomas,jennifer.thomas@citadeladv.com
Millennium Management,MLNM,Home Depot,HD,437076102,44497256,22089712560.46,1.5248,2025-03-31,New,13F-HR,Nancy Moore,nancy.moore@millennium.com
Bridgewater Associates,BWTR,Intel Corp,INTC,458140100,49867323,31290273094.18,0.7057,2025-06-30,Increased,13F-HR,Thomas Davis,thomas.davis@bridgewate.com
Morgan Stanley IM,MS,Chevron Corp,CVX,166764100,41821640,24647181842.90,0.7742,2025-12-31,Unchanged,13F-NT,James Thomas,james.thomas@morganstan.com
DE Shaw & Co,DSHW,Chevron Corp,CVX,166764100,2677738,570266800.14,0.0965,2024-03-31,Unchanged,13F-HR,William Martin,william.martin@deshaw&co.com
Vanguard Group,VGI,Procter & Gamble,PG,742718109,4958014,1483197813.68,0.1720,2024-03-31,Unchanged,13F-HR,Richard Martinez,richard.martinez@vanguardgr.com
Capital Group,CGBL,Visa Inc,V,92826C839,36032480,11136557032.94,2.9034,2025-12-31,Unchanged,13F-NT,William Jones,william.jones@capitalgro.com
Millennium Management,MLNM,Amazon.com Inc,AMZN,023135106,37881624,30270793671.36,0.5533,2024-03-31,Unchanged,13F-NT,Thomas Garcia,thomas.garcia@millennium.com
T. Rowe Price,TROW,Tesla Inc,TSLA,88160R101,2172888,735956176.80,0.0466,2024-12-31,Increased,13F-HR,Patricia Hernandez,patricia.hernandez@troweprice.com
Goldman Sachs AM,GS,Home Depot,HD,437076102,40667988,8710926693.30,0.6755,2024-09-30,Decreased,13F-HR,Steven Miller,steven.miller@goldmansac.com
Vanguard Group,VGI,Netflix Inc,NFLX,64110L106,11681212,7060541727.20,0.1907,2025-12-31,Unchanged,13F-HR,Lisa Jackson,lisa.jackson@vanguardgr.com
Citadel Advisors,CDLC,Pfizer Inc,PFE,717081103,37445092,17719170700.41,0.5867,2024-03-31,Increased,13F-HR,Dorothy Thomas,dorothy.thomas@citadeladv.com
Two Sigma Investments,TWSM,Intel Corp,INTC,458140100,46096061,19714872677.04,3.8973,2025-03-31,Unchanged,13F-HR,James Jackson,james.jackson@twosigmain.com
BlackRock Inc,BLK,Chevron Corp,CVX,166764100,17979788,585090106.38,1.2570,2024-06-30,New,13F-NT,James Anderson,james.anderson@blackrocki.com
Vanguard Group,VGI,Exxon Mobil,XOM,30231G102,27225063,17794020592.47,1.1662,2024-06-30,Unchanged,13F-HR,David Jackson,david.jackson@vanguardgr.com
Bridgewater Associates,BWTR,Salesforce Inc,CRM,79466L302,900514,580188096.82,0.0375,2025-12-31,Increased,13F-HR,David Garcia,david.garcia@bridgewate.com
Two Sigma Investments,TWSM,Cisco Systems,CSCO,17275R102,19525393,3723669287.39,0.2860,2024-06-30,Increased,13F-HR,Thomas Davis,thomas.davis@twosigmain.com
Citadel Advisors,CDLC,Alphabet Inc,GOOGL,02079K305,20077543,15697978527.59,0.3390,2025-09-30,Unchanged,13F-HR,Steven Martin,steven.martin@citadeladv.com
Two Sigma Investments,TWSM,NVIDIA Corp,NVDA,67066G104,32949151,5729099798.47,2.2623,2024-03-31,Unchanged,13F-HR,James Smith,james.smith@twosigmain.com
Bridgewater Associates,BWTR,Coca-Cola Co,KO,191216100,16100759,10147069630.81,0.6949,2025-06-30,New,13F-NT,,
Fidelity Investments,FNF,UnitedHealth Group,UNH,91324P102,17985456,6937969942.33,0.5965,2024-12-31,Unchanged,13F-HR,Richard Miller,richard.miller@fidelityin.com
State Street Corp,STT,Intel Corp,INTC,458140100,4654773,3643886196.16,0.0657,2025-12-31,Increased,13F-HR,Richard Jones,richard.jones@statestree.com
Citadel Advisors,CDLC,Alphabet Inc,GOOGL,02079K305,41222794,27124475885.81,0.6929,2025-09-30,New,13F-NT,Dorothy Martin,dorothy.martin@citadeladv.com
Millennium Management,MLNM,Meta Platforms,META,30303M102,36524648,21133957713.59,0.7616,2025-09-30,Increased,13F-HR,Robert Martin,robert.martin@millennium.com
State Street Corp,STT,Adobe Inc,ADBE,00724F101,41961920,2804769219.29,0.6638,2025-06-30,New,13F-HR,Richard Thompson,richard.thompson@statestree.com
Vanguard Group,VGI,Pfizer Inc,PFE,717081103,27768729,20338255383.79,0.8060,2024-09-30,New,13F-HR,Nancy Jackson,nancy.jackson@vanguardgr.com
Goldman Sachs AM,GS,Netflix Inc,NFLX,64110L106,32059777,12607889258.81,1.6778,2025-12-31,Increased,13F-HR,James Jones,james.jones@goldmansac.com
Point72 Asset Mgmt,PT72,Exxon Mobil,XOM,30231G102,48543700,7745666986.61,0.6850,2025-06-30,New,13F-HR,Sarah Davis,sarah.davis@point72ass.com
Bridgewater Associates,BWTR,Alphabet Inc,GOOGL,02079K305,15495925,7206482736.52,0.2815,2025-12-31,Unchanged,13F-HR,Richard Jones,richard.jones@bridgewate.com
State Street Corp,STT,Chevron Corp,CVX,166764100,231953,74190311.26,0.0030,2024-12-31,Unchanged,13F-NT,Karen Brown,karen.brown@statestree.com
State Street Corp,STT,Home Depot,HD,437076102,35314778,5355870334.00,0.5119,2024-06-30,Decreased,13F-HR,Steven Davis,steven.davis@statestree.com
Millennium Management,MLNM,Walt Disney Co,DIS,254687106,49447661,32749663104.59,7.2121,2024-06-30,Increased,13F-NT,Thomas Jones,thomas.jones@millennium.com
Baupost Group,BPST,Netflix Inc,NFLX,64110L106,36640076,5973442383.59,0.8977,2025-12-31,Unchanged,13F-HR,David Jones,david.jones@baupostgro.com
Bridgewater Associates,BWTR,Alphabet Inc,GOOGL,02079K305,31348201,18892491443.50,0.3969,2025-09-30,Increased,13F-HR,Mark Martin,mark.martin@bridgewate.com
JP Morgan Asset Mgmt,JPM,Visa Inc,V,92826C839,20919557,13239271428.10,0.3016,2025-09-30,Increased,13F-HR,Thomas Moore,thomas.moore@jpmorganas.com
Bridgewater Associates,BWTR,Home Depot,HD,437076102,9412790,6565156478.56,0.1468,2025-03-31,Unchanged,13F-HR,Robert Brown,robert.brown@bridgewate.com
Renaissance Technologies,RNTC,Johnson & Johnson,JNJ,478160104,20866912,13032538768.62,0.3933,2025-09-30,Increased,13F-HR,Mark Jones,mark.jones@renaissanc.com
DE Shaw & Co,DSHW,Bank of America,BAC,060505104,9515773,7212479666.42,0.1318,2024-12-31,Increased,13F-HR,Thomas White,thomas.white@deshaw&co.com
AQR Capital Management,AQRC,Meta Platforms,META,30303M102,23659003,17867651400.54,0.3476,2024-09-30,Unchanged,13F-HR,Nancy Anderson,nancy.anderson@aqrcapital.com
Goldman Sachs AM,GS,Chevron Corp,CVX,166764100,23852306,10768304017.46,0.4345,2024-03-31,Increased,13F-NT,Mark Lopez,mark.lopez@goldmansac.com
Millennium Management,MLNM,Salesforce Inc,CRM,79466L302,34664066,12179834338.74,5.7943,2025-12-31,Unchanged,13F-HR,Thomas Johnson,thomas.johnson@millennium.com
Morgan Stanley IM,MS,Bank of America,BAC,060505104,28592928,9279344554.96,0.4759,2025-06-30,Increased,13F-HR,Susan Lopez,susan.lopez@morganstan.com
Vanguard Group,VGI,Procter & Gamble,PG,742718109,10053077,1332904604.71,0.4757,2025-03-31,Increased,13F-HR,Daniel Anderson,daniel.anderson@vanguardgr.com
Wellington Management,WMGI,Netflix Inc,NFLX,64110L106,33892595,1057449536.20,0.5716,2024-06-30,Increased,13F-HR,Richard Johnson,richard.johnson@wellington.com
Renaissance Technologies,RNTC,Alphabet Inc,GOOGL,02079K305,44524891,7856198335.59,1.2901,2024-03-31,Unchanged,13F-HR,James Anderson,james.anderson@renaissanc.com
Goldman Sachs AM,GS,Home Depot,HD,437076102,18089750,7581638644.79,0.3804,2024-09-30,Decreased,13F-HR,Thomas Johnson,thomas.johnson@goldmansac.com
Capital Group,CGBL,Chevron Corp,CVX,,15218302,6335914840.31,0.1938,2025-03-31,New,13F-HR,Thomas Jackson,thomas.jackson@capitalgro.com
T. Rowe Price,TROW,Netflix Inc,NFLX,64110L106,27264446,15795048037.88,0.4268,2024-03-31,Decreased,13F-HR,Lisa Anderson,lisa.anderson@troweprice.com
Capital Group,CGBL,Alphabet Inc,GOOGL,02079K305,19066158,13423400267.88,0.3722,2025-06-30,Decreased,13F-HR,Lisa Williams,lisa.williams@capitalgro.com
Fidelity Investments,FNF,UnitedHealth Group,UNH,91324P102,895138,159078868.45,0.0523,2024-12-31,Increased,13F-HR,Nancy Davis,nancy.davis@fidelityin.com
Baupost Group,BPST,JPMorgan Chase,JPM,46625H100,37305560,2702774557.28,1.4879,2024-03-31,Increased,13F-HR,Robert Miller,robert.miller@baupostgro.com
JP Morgan Asset Mgmt,JPM,Apple Inc,AAPL,037833100,TBD,10551467531.42,0.7618,2024-09-30,Unchanged,13F-HR,Jennifer Smith,jennifer.smith@jpmorganas.com
Millennium Management,MLNM,Amazon.com Inc,AMZN,023135106,29386565,17795553910.83,0.4560,2024-09-30,Unchanged,13F-HR,Daniel Thomas,daniel.thomas@millennium.com
Wellington Management,WMGI,Netflix Inc,NFLX,64110L106,8313030,821649677.23,0.1060,2024-06-30,Unchanged,13F-NT,Karen Miller,karen.miller@wellington.com
Morgan Stanley IM,MS,Exxon Mobil,XOM,30231G102,43168371,23423073413.47,0.5972,2025-12-31,New,13F-HR,Robert Garcia,robert.garcia@morganstan.com
Morgan Stanley IM,MS,Coca-Cola Co,KO,191216100,40132602,15068072739.54,0.5586,2025-06-30,Decreased,13F-HR,Jennifer Davis,jennifer.davis@morganstan.com
Bridgewater Associates,BWTR,Exxon Mobil,XOM,30231G102,23863448,8730535404.99,0.3921,2024-09-30,Unchanged,13F-HR,Elizabeth Jackson,elizabeth.jackson@bridgewate.com
Fidelity Investments,FNF,Pfizer Inc,PFE,717081103,27775965,2149561275.87,3.3556,2024-03-31,Decreased,13F-HR,Mark Thomas,mark.thomas@fidelityin.com
JP Morgan Asset Mgmt,JPM,Walt Disney Co,DIS,254687106,21373809,12084436986.20,0.3732,2024-12-31,Increased,13F-HR,Lisa Moore,lisa.moore@jpmorganas.com
Point72 Asset Mgmt,PT72,Johnson & Johnson,JNJ,478160104,26043732,11128020621.40,0.4040,2024-06-30,Increased,13F-HR,Michael Miller,michael.miller@point72ass.com
State Street Corp,STT,Salesforce Inc,CRM,79466L302,8385082,5224754820.34,0.1593,2025-03-31,Unchanged,13F-NT,Daniel Anderson,daniel.anderson@statestree.com
Renaissance Technologies,RNTC,JPMorgan Chase,JPM,46625H100,48052437,13710700030.65,2.3794,2024-09-30,New,13F-HR,Richard Thomas,richard.thomas@renaissanc.com
Bridgewater Associates,,UnitedHealth Group,UNH,91324P102,40143187,1699111283.44,0.9320,2025-03-31,Unchanged,13F-HR,Nancy Garcia,nancy.garcia@bridgewate.com
Millennium Management,MLNM,Salesforce Inc,CRM,79466L302,26314249,11412831719.46,0.5757,2024-03-31,Increased,13F-HR,Robert Brown,robert.brown@millennium.com
Appaloosa Management,APLS,Coca-Cola Co,KO,191216100,29569000,1626427756.72,0.7366,2024-09-30,Increased,13F-HR,Jennifer Taylor,jennifer.taylor@appaloosam.com
Capital Group,CGBL,Pfizer Inc,PFE,717081103,49168442,9337345805.21,1.5294,2025-03-31,Decreased,13F-HR,Richard Anderson,richard.anderson@capitalgro.com
Renaissance Technologies,RNTC,Netflix Inc,NFLX,64110L106,38440958,26410659862.51,1.2966,2024-06-30,New,13F-HR,David Moore,david.moore@renaissanc.com
Vanguard Group,VGI,UnitedHealth Group,UNH,91324P102,7138088,522998837.28,0.1281,2025-09-30,Increased,13F-HR,Mark Jones,mark.jones@vanguardgr.com
Two Sigma Investments,TWSM,Berkshire Hathaway,BRK.B,084670702,616502,126565418.71,0.0085,2025-09-30,Increased,13F-HR,Michael Martin,michael.martin@twosigmain.com
Capital Group,CGBL,Cisco Systems,CSCO,17275R102,28046194,22003460666.69,0.5646,2024-03-31,New,13F-HR,Karen Jackson,karen.jackson@capitalgro.com
Two Sigma Investments,TWSM,JPMorgan Chase,JPM,46625H100,34435514,16152092841.74,0.4944,2025-03-31,Increased,13F-HR,James Davis,james.davis@twosigmain.com
Bridgewater Associates,BWTR,Netflix Inc,NFLX,64110L106,30929937,14450746160.03,1.1267,2025-12-31,Increased,13F-HR,Daniel Hernandez,daniel.hernandez@bridgewate.com
Citadel Advisors,CDLC,Home Depot,HD,437076102,4067574,1607060189.18,0.0540,2025-12-31,Increased,13F-NT,Margaret Brown,margaret.brown@citadeladv.com
Two Sigma Investments,TWSM,JPMorgan Chase,JPM,46625H100,40187858,7260843526.81,0.9677,2024-12-31,Increased,13F-NT,Elizabeth Taylor,elizabeth.taylor@twosigmain.com
JP Morgan Asset Mgmt,JPM,UnitedHealth Group,UNH,91324P102,46065824,23568753714.46,1.4092,2025-06-30,Decreased,13F-HR,Susan White,susan.white@jpmorganas.com
T. Rowe Price,TROW,Microsoft Corp,MSFT,594918104,27592508,9679972888.34,1.7734,2024-06-30,Decreased,13F-HR,Robert Brown,robert.brown@troweprice.com
Millennium Management,MLNM,JPMorgan Chase,JPM,46625H100,28189649,10532664127.77,0.7201,2025-06-30,Increased,13F-HR,Michael Taylor,michael.taylor@millennium.com
Renaissance Technologies,RNTC,Intel Corp,INTC,458140100,29376264,3946460341.69,0.4938,not_a_date,Increased,13F-HR,Elizabeth Anderson,elizabeth.anderson@renaissanc.com
Point72 Asset Mgmt,PT72,Walt Disney Co,DIS,254687106,33289147,7545769750.12,0.4808,2025-12-31,Decreased,13F-HR,Thomas Lopez,thomas.lopez@point72ass.com
Vanguard Group,VGI,Meta Platforms,META,30303M102,15182994,5878019762.11,0.7204,2025-03-31,Increased,13F-NT,Thomas Hernandez,thomas.hernandez@vanguardgr.com
Morgan Stanley IM,MS,Berkshire Hathaway,BRK.B,084670702,31641451,24289588885.11,1.6032,2025-03-31,Unchanged,13F-HR,Sarah Martin,sarah.martin@morganstan.com
Vanguard Group,VGI,Intel Corp,INTC,458140100,2929873,1032570336.67,0.4827,2025-12-31,New,13F-HR,Patricia Thomas,patricia.thomas@vanguardgr.com
JP Morgan Asset Mgmt,JPM,Cisco Systems,CSCO,17275R102,20357502,10181876850.27,0.2863,2025-03-31,Decreased,13F-NT,Lisa Johnson,lisa.johnson@jpmorganas.com
Wellington Management,WMGI,JPMorgan Chase,JPM,46625H100,9030437,6506090539.25,-0.4252,2025-09-30,Decreased,13F-NT,William Brown,william.brown@wellington.com
AQR Capital Management,AQRC,Alphabet Inc,GOOGL,02079K305,16917417,12993372548.92,0.5499,2024-09-30,Decreased,13F-HR,Daniel Jones,daniel.jones@aqrcapital.com
Appaloosa Management,APLS,Netflix Inc,NFLX,64110L106,28567163,16540846626.03,1.2419,2025-09-30,Increased,13F-HR,Thomas Martinez,thomas.martinez@appaloosam.com
DE Shaw & Co,DSHW,UnitedHealth Group,UNH,91324P102,285808,75043299.82,0.0057,2024-06-30,Decreased,13F-HR,Dorothy Williams,dorothy.williams@deshaw&co.com
Bridgewater Associates,BWTR,Exxon Mobil,XOM,30231G102,839284,213903398.22,0.0538,2025-09-30,New,13F-NT,Nancy Garcia,nancy.garcia@bridgewate.com
Morgan Stanley IM,MS,Meta Platforms,META,30303M102,7175309,879734404.42,0.1462,2024-12-31,Decreased,13F-NT,Dorothy Lopez,dorothy.lopez@morganstan.com
Bridgewater Associates,BWTR,Adobe Inc,ADBE,00724F101,30012624,18223569477.24,0.5960,2025-03-31,Increased,13F-HR,Daniel White,daniel.white@bridgewate.com
Appaloosa Management,APLS,Adobe Inc,ADBE,00724F101,49764171,15385596474.99,0.8812,2025-06-30,Unchanged,13F-HR,Patricia Rodriguez,patricia.rodriguez@appaloosam.com
Renaissance Technologies,RNTC,Adobe Inc,ADBE,00724F101,35401984,1374167066.43,0.4622,2024-09-30,Unchanged,13F-HR,Nancy Moore,nancy.moore@renaissanc.com
State Street Corp,STT,Chevron Corp,CVX,166764100,14932183,1217143125.54,0.2642,2025-03-31,Unchanged,13F-HR,Richard Thomas,richard.thomas@statestree.com
Citadel Advisors,CDLC,Berkshire Hathaway,BRK.B,084670702,21957045,6095700195.10,0.9235,2024-06-30,Increased,13F-NT,Elizabeth Jones,elizabeth.jones@citadeladv.com
Vanguard Group,VGI,Berkshire Hathaway,BRK.B,084670702,34741831,23496301448.81,1.7296,2025-03-31,Decreased,13F-HR,Jennifer Hernandez,jennifer.hernandez@vanguardgr.com
JP Morgan Asset Mgmt,JPM,Exxon Mobil,XOM,30231G102,33222492,16193684687.06,1.4051,2024-09-30,Unchanged,13F-HR,Lisa Moore,lisa.moore@jpmorganas.com
Millennium Management,MLNM,UnitedHealth Group,UNH,91324P102,47227284,30754740839.82,1.0459,2025-09-30,Increased,13F-HR,Daniel Jones,daniel.jones@millennium.com
AQR Capital Management,AQRC,Apple Inc,AAPL,037833100,26068247,6889605845.91,0.3667,2025-03-31,Unchanged,13F-NT,Susan Thomas,susan.thomas@aqrcapital.com
Baupost Group,BPST,Coca-Cola Co,KO,191216100,25080550,2775152047.52,0.9179,2024-09-30,New,13F-HR,Robert Moore,robert.moore@baupostgro.com
JP Morgan Asset Mgmt,JPM,Bank of America,BAC,060505104,11861543,6915979884.11,0.8271,2025-06-30,Unchanged,13F-HR,Dorothy Smith,dorothy.smith@jpmorganas.com
Appaloosa Management,APLS,Salesforce Inc,CRM,79466L302,4531936,2822545594.46,0.0762,2024-06-30,New,13F-HR,Sarah Thompson,sarah.thompson@appaloosam.com
Citadel Advisors,CDLC,UnitedHealth Group,UNH,91324P102,17507187,1437224844.68,0.2268,2024-09-30,Unchanged,13F-HR,William Garcia,william.garcia@citadeladv.com
Bridgewater Associates,BWTR,Microsoft Corp,MSFT,594918104,27859048,20307142872.24,0.3583,2025-03-31,Increased,13F-HR,Dorothy Miller,dorothy.miller@bridgewate.com
DE Shaw & Co,DSHW,Coca-Cola Co,KO,191216100,15192862,10223602372.16,0.5197,2025-03-31,New,13F-HR,Richard Brown,richard.brown@deshaw&co.com
State Street Corp,STT,Cisco Systems,CSCO,17275R102,26706019,9390540056.04,0.7449,2024-06-30,Decreased,13F-HR,Mark Garcia,mark.garcia@statestree.com
Baupost Group,BPST,NVIDIA Corp,NVDA,67066G104,3616251,921414621.68,0.1941,2025-12-31,Unchanged,13F-HR,,
Wellington Management,WMGI,Tesla Inc,TSLA,88160R101,35590920,5363890161.82,1.3954,2027-02-05,Decreased,13F-NT,Daniel Jackson,daniel.jackson@wellington.com
Capital Group,CGBL,Chevron Corp,CVX,166764100,2550812,999728927.78,0.0775,2024-09-30,Decreased,13F-HR,William White,william.white@capitalgro.com
DE Shaw & Co,DSHW,Apple Inc,AAPL,037833100,27208384,17694603124.63,0.5548,2024-12-31,Unchanged,13F-HR,Robert Moore,robert.moore@deshaw&co.com
Appaloosa Management,APLS,Bank of America,BAC,060505104,25152818,15505339065.42,0.3473,2025-12-31,Increased,13F-HR,David Taylor,david.taylor@appaloosam.com
Point72 Asset Mgmt,PT72,Johnson & Johnson,JNJ,478160104,41681334,12802578643.16,0.5422,2025-12-31,Unchanged,13F-HR,Michael Miller,michael.miller@point72ass.com
Millennium Management,MLNM,Netflix Inc,NFLX,64110L106,43428049,22320460597.22,0.7314,2024-06-30,Unchanged,13F-NT,James Lopez,james.lopez@millennium.com
Capital Group,CGBL,Procter & Gamble,PG,742718109,43099026,31779772223.81,0.6284,2024-06-30,Unchanged,13F-HR,Jennifer Hernandez,jennifer.hernandez@capitalgro.com
Bridgewater Associates,BWTR,Bank of America,BAC,060505104,43873770,14866699180.31,6.3556,2024-06-30,Increased,13F-HR,Nancy Rodriguez,nancy.rodriguez@bridgewate.com
Morgan Stanley IM,MS,JPMorgan Chase,JPM,46625H100,3272123,352389064.83,0.0581,2025-12-31,Increased,13F-NT,Sarah Smith,sarah.smith@morganstan.com
JP Morgan Asset Mgmt,JPM,Salesforce Inc,CRM,79466L302,33071468,10455665994.38,-0.8961,2024-06-30,Increased,13F-HR,James Martin,james.martin@jpmorganas.com
Baupost Group,BPST,Netflix Inc,NFLX,64110L106,12918902,9415836691.03,0.1620,2025-09-30,Increased,13F-HR,James Thompson,james.thompson@baupostgro.com
DE Shaw & Co,DSHW,UnitedHealth Group,UNH,91324P102,49513990,29509350008.07,0.9961,2024-06-30,Decreased,13F-NT,Patricia White,patricia.white@deshaw&co.com
Bridgewater Associates,BWTR,Tesla Inc,TSLA,88160R101,4648213,3374518682.92,0.0966,2025-09-30,Increased,13F-HR,Jennifer Smith,jennifer.smith@bridgewate.com
Baupost Group,BPST,Amazon.com Inc,AMZN,023135106,46177972,7782335443.41,5.0083,2024-06-30,New,13F-NT,Margaret Taylor,margaret.taylor@baupostgro.com
Bridgewater Associates,BWTR,Cisco Systems,CSCO,17275R102,46937824,11747598028.82,1.4108,2025-03-31,Unchanged,13F-HR,Patricia Smith,patricia.smith@bridgewate.com
Two Sigma Investments,TWSM,Bank of America,BAC,060505104,49504100,20251766797.63,2.1798,2025-03-31,New,13F-HR,Thomas Anderson,thomas.anderson@twosigmain.com
State Street Corp,STT,Chevron Corp,CVX,166764100,45081190,16555520682.18,4.3765,2024-03-31,Decreased,13F-HR,Daniel Lopez,daniel.lopez@statestree.com
AQR Capital Management,AQRC,Cisco Systems,CSCO,17275R102,44664851,27134981046.54,0.8695,2025-03-31,New,13F-HR,Susan Lopez,susan.lopez@aqrcapital.com
Wellington Management,WMGI,Pfizer Inc,PFE,717081103,11710886,8806202485.68,0.1464,2025-09-30,Decreased,13F-HR,Jennifer Lopez,jennifer.lopez@wellington.com
Renaissance Technologies,RNTC,Cisco Systems,CSCO,17275R102,TBD,3612603510.37,0.1493,2025-03-31,New,13F-NT,Jennifer Thompson,jennifer.thompson@renaissanc.com
Fidelity Investments,FNF,Adobe Inc,ADBE,00724F101,29918222,6207173717.00,0.3961,2025-06-30,New,13F-HR,Dorothy Davis,dorothy.davis@fidelityin.com
DE Shaw & Co,DSHW,UnitedHealth Group,UNH,91324P102,21707284,11311807579.12,0.5294,2024-09-30,Unchanged,13F-HR,Susan Garcia,susan.garcia@deshaw&co.com
Vanguard Group,VGI,Pfizer Inc,PFE,717081103,3726969,1996631757.54,0.0671,2024-06-30,Decreased,13F-HR,Lisa Lopez,lisa.lopez@vanguardgr.com
